price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
999,2017,ram 1500,excellent,8,gas,,automatic,truck,,1,5/3/2018,40
20000,2012,jeep wrangler,excellent,6,gas,650000,automatic,truck,white,1,5/23/2018,6
15995,,honda cr-v,excellent,4,gas,60150,automatic,wagon,brown,1,3/8/2019,5
42995,2018,chevrolet suburban,excellent,8,gas,40800,automatic,SUV,black,1,1/18/2019,85
14995,2008,chevrolet silverado 1500,excellent,8,gas,93300,automatic,truck,,1,10/7/2018,23
8995,2006,chevrolet silverado 2500hd,excellent,8,gas,140610,automatic,truck,,1,5/7/2018,29
12995,2015,kia sorento,excellent,4,gas,89400,automatic,wagon,red,1,6/3/2018,33
7995,2006,chevrolet silverado 1500,excellent,8,gas,155500,automatic,truck,custom,1,1/10/2019,16
12995,2013,nissan rogue,excellent,4,gas,46150,automatic,wagon,black,1,9/2/2018,31
8995,2014,chevrolet cruze,excellent,4,gas,90700,automatic,sedan,white,,6/19/2018,69
8000,2001,ford f250,good,8,gas,,automatic,pickup,,1,11/2/2018,48
1495,2000,toyota camry le,fair,4,gas,,automatic,sedan,black,,7/26/2018,18
14495,2017,honda civic,excellent,4,gas,29220,automatic,sedan,white,,10/18/2018,20
17995,,ram 1500,like new,8,gas,167361,automatic,pickup,white,1,4/3/2019,22
31500,2015,chevrolet silverado,excellent,8,diesel,,automatic,truck,,1,5/7/2018,18
4700,2009,toyota camry,good,4,gas,142000,automatic,sedan,,,12/16/2018,14
4500,2005,honda civic,excellent,,gas,168500,automatic,coupe,red,,8/7/2018,63
3300,2007,nissan altima,good,4,gas,200000,automatic,sedan,silver,,12/29/2018,18
7600,2012,honda accord,good,4,gas,119101,automatic,sedan,blue,,10/29/2018,12
7900,2015,hyundai sonata,like new,,gas,,automatic,sedan,brown,,10/14/2018,72
13500,2014,volkswagen passat,excellent,4,diesel,,automatic,sedan,blue,,10/22/2018,39
14250,2009,gmc sierra,like new,8,gas,55443,automatic,truck,black,1,3/9/2019,49
12995,2018,chevrolet cruze,excellent,,gas,38821,automatic,sedan,white,,2/28/2019,58
5490,2009,nissan versa,excellent,4,gas,113574,manual,sedan,blue,,10/28/2018,23
10990,2011,honda odyssey,excellent,6,gas,105164,automatic,mini-van,,,2/16/2019,22
11990,2014,nissan rogue,excellent,,gas,108740,automatic,SUV,,,3/5/2019,25
13995,2007,ram 2500,good,6,diesel,348113,automatic,truck,grey,1,5/11/2018,8
13995,2012,ford f-150,good,8,gas,180260,automatic,truck,white,1,1/1/2019,79
13995,2012,ford f-150,good,8,gas,180260,automatic,truck,white,1,2/3/2019,26
13995,2007,ram 2500,good,6,diesel,348113,automatic,truck,grey,1,3/17/2019,15
5500,2011,honda accord,good,,gas,122000,automatic,sedan,silver,,1/16/2019,70
4750,2007,subaru forester,good,4,gas,,automatic,wagon,grey,1,5/3/2018,8
4500,2010,toyota prius,excellent,4,hybrid,208000,automatic,hatchback,white,,7/20/2018,38
5299,2008,ford escape,excellent,6,gas,125786,automatic,SUV,white,,8/1/2018,23
1,2009,subaru forester,excellent,4,gas,,automatic,SUV,silver,1,12/4/2018,57
8500,2013,hyundai elantra,good,4,gas,77000,automatic,sedan,brown,,5/31/2018,55
2000,,chevrolet silverado 1500,good,8,gas,270000,automatic,pickup,purple,,10/23/2018,18
14500,,toyota tacoma,good,6,gas,82000,automatic,pickup,silver,1,7/10/2018,27
22999,2018,chevrolet silverado 1500,excellent,8,gas,37558,automatic,truck,black,,5/6/2018,57
2000,1998,toyota camry,good,4,gas,87959,automatic,sedan,custom,,7/30/2018,22
3999,2005,cadillac escalade,excellent,8,gas,250429,automatic,SUV,grey,1,3/24/2019,77
35900,2016,jeep wrangler,excellent,6,gas,,automatic,SUV,,1,10/28/2018,19
3500,2006,volkswagen jetta,good,4,gas,149208,automatic,sedan,grey,,10/10/2018,79
3995,2007,honda cr-v,good,4,gas,196161,automatic,SUV,blue,1,10/14/2018,39
69,2017,chevrolet cruze,excellent,4,gas,32922,automatic,sedan,silver,,11/23/2018,33
69,2018,toyota rav4,excellent,4,gas,,automatic,SUV,grey,,6/12/2018,17
3800,2009,nissan altima,excellent,4,gas,,automatic,sedan,grey,,8/10/2018,31
1600,1999,chevrolet camaro,fair,6,gas,138000,automatic,coupe,black,,11/13/2018,27
1700,2003,ford ranger,good,4,gas,,automatic,pickup,black,,1/3/2019,82
15495,2013,ram 1500,like new,8,gas,67934,automatic,truck,silver,,12/15/2018,58
11995,2014,subaru forester,like new,4,gas,124164,automatic,SUV,grey,1,8/11/2018,62
14995,2011,ford ranger,like new,6,gas,74722,automatic,truck,orange,1,5/21/2018,75
3700,2009,honda accord,good,4,gas,166000,automatic,coupe,grey,,7/13/2018,72
1,2018,nissan altima,excellent,4,gas,31142,automatic,sedan,,,2/11/2019,73
1,2018,nissan rogue,excellent,4,gas,,automatic,SUV,silver,1,3/31/2019,37
5595,2007,honda cr-v,good,,gas,136500,automatic,SUV,silver,,7/14/2018,30
1,2018,gmc acadia,excellent,6,gas,23373,automatic,SUV,custom,1,5/14/2018,16
999,2012,jeep wrangler unlimited,excellent,6,gas,121000,automatic,SUV,,1,8/20/2018,6
3999,1997,ford f-150,good,8,gas,128031,automatic,pickup,,1,9/17/2018,123
900,2004,jeep grand cherokee,fair,6,gas,180000,automatic,SUV,silver,1,5/2/2018,26
1,2017,nissan rogue,excellent,,gas,26492,automatic,SUV,custom,1,1/11/2019,13
1,2018,dodge charger,excellent,6,gas,7655,automatic,sedan,black,,9/24/2018,11
1,2018,ford f-150,excellent,6,gas,17269,automatic,truck,silver,,1/7/2019,43
1,2018,ford fusion,excellent,4,gas,12500,automatic,sedan,blue,1,12/25/2018,48
1,2012,jeep wrangler,excellent,,gas,79922,automatic,SUV,white,1,2/6/2019,65
22500,2015,ram 1500,excellent,6,diesel,,automatic,pickup,black,1,9/5/2018,19
1,2015,chevrolet camaro,excellent,10,gas,28926,other,coupe,grey,1,9/20/2018,56
1,2016,dodge charger,excellent,10,gas,29406,other,sedan,red,1,5/23/2018,8
1,2015,dodge charger,excellent,10,gas,59772,other,sedan,custom,1,9/2/2018,36
69,,chevrolet equinox,excellent,4,gas,48255,automatic,SUV,,1,6/9/2018,40
15200,2012,jeep grand cherokee,like new,6,gas,62434,automatic,SUV,brown,1,9/22/2018,15
2200,2003,chevrolet impala,excellent,6,gas,92000,automatic,sedan,silver,,8/6/2018,52
1,2018,dodge charger,excellent,10,gas,,other,sedan,custom,1,8/4/2018,23
1,2018,toyota corolla,excellent,10,gas,8912,other,sedan,black,1,3/11/2019,65
19600,2016,chevrolet camaro lt coupe 2d,good,6,gas,31319,other,coupe,,,8/11/2018,20
200,2018,nissan rogue,like new,,gas,11900,automatic,SUV,silver,1,8/12/2018,17
7388,2014,chrysler town & country,excellent,6,gas,94261,automatic,mini-van,black,,8/22/2018,41
14000,2016,toyota corolla,like new,4,gas,60000,automatic,sedan,,,8/16/2018,7
4000,2005,subaru forester,good,4,gas,,automatic,SUV,red,1,11/26/2018,25
299,2007,nissan altima,excellent,,gas,144323,automatic,sedan,silver,,3/28/2019,47
12000,2011,bmw x5,excellent,6,gas,78000,automatic,SUV,,1,2/10/2019,20
8700,2008,ford f250 super duty,good,8,gas,77800,automatic,pickup,,1,1/14/2019,33
10300,2014,toyota corolla,excellent,4,gas,58000,automatic,sedan,grey,,10/10/2018,117
8500,2013,honda civic,excellent,4,gas,,automatic,sedan,silver,,1/9/2019,38
3299,2007,chevrolet trailblazer,excellent,8,gas,136722,automatic,SUV,black,1,10/26/2018,103
7000,2015,ford fusion se,excellent,,gas,97000,automatic,sedan,grey,,2/24/2019,12
6500,,chrysler town & country,good,6,gas,117400,automatic,mini-van,black,1,1/21/2019,12
69,2017,volkswagen passat,excellent,4,gas,66329,automatic,sedan,,,4/4/2019,101
69,2015,jeep grand cherokee,excellent,,gas,68382,automatic,SUV,black,1,12/9/2018,8
12500,2011,toyota tundra,good,8,gas,157500,automatic,pickup,grey,1,9/5/2018,57
8999,,chevrolet equinox,excellent,4,gas,,automatic,SUV,silver,1,7/25/2018,15
4500,2007,toyota camry,excellent,4,gas,135000,automatic,sedan,white,1,8/30/2018,34
4600,2010,chrysler 300,good,6,gas,134500,automatic,sedan,,,5/18/2018,40
8995,2016,ford fusion se,excellent,4,gas,99995,automatic,sedan,blue,,3/2/2019,21
4750,2004,ford f-150,good,8,gas,220000,automatic,pickup,green,1,2/17/2019,70
6900,2006,chevrolet silverado,good,8,gas,136300,automatic,pickup,white,,10/18/2018,33
6400,2007,acura tl,excellent,,gas,64100,automatic,sedan,black,,1/14/2019,44
18800,2015,chevrolet camaro lt coupe 2d,good,6,gas,33926,other,coupe,grey,,3/17/2019,47
2900,2008,ram 1500,fair,8,gas,188700,automatic,pickup,white,,1/26/2019,15
18400,2016,chevrolet camaro lt coupe 2d,good,6,gas,37380,other,coupe,blue,,10/23/2018,24
6000,2009,chrysler town & country,good,6,gas,129000,automatic,mini-van,black,,7/4/2018,40
26000,,ford mustang gt coupe 2d,good,8,gas,33528,other,coupe,yellow,,2/17/2019,31
3500,2010,nissan altima,excellent,4,gas,141000,automatic,sedan,black,,4/7/2019,32
10800,,jeep wrangler,good,6,gas,165000,automatic,SUV,green,1,5/20/2018,73
1900,2001,chevrolet malibu,excellent,6,gas,130000,automatic,sedan,silver,,10/12/2018,14
26400,2016,ford mustang gt coupe 2d,good,8,gas,16890,other,coupe,white,,8/19/2018,6
3700,2002,chevrolet tahoe,good,8,gas,138065,automatic,SUV,grey,1,10/21/2018,20
1400,1995,jeep grand cherokee,good,6,gas,159516,automatic,SUV,green,1,1/10/2019,62
19700,2017,chevrolet camaro lt coupe 2d,good,6,gas,35807,other,coupe,black,,10/14/2018,32
14588,2013,ford explorer,good,6,gas,153445,automatic,SUV,white,1,1/20/2019,39
10588,,nissan maxima,good,6,gas,102300,automatic,sedan,silver,,5/28/2018,12
8100,2007,nissan murano,good,6,gas,118546,automatic,wagon,white,1,12/4/2018,42
25000,2008,chevrolet silverado,excellent,8,diesel,176700,automatic,truck,blue,1,2/8/2019,20
4000,2007,nissan maxima,good,,gas,130062,automatic,sedan,silver,,11/2/2018,49
8900,2007,toyota tacoma,excellent,6,gas,213000,automatic,pickup,silver,,6/8/2018,40
2995,2001,nissan frontier,excellent,4,gas,191000,manual,pickup,blue,,7/17/2018,36
10988,2013,toyota corolla,good,4,gas,,other,sedan,red,1,4/12/2019,34
20988,2014,ford f-150,good,6,gas,85310,automatic,truck,blue,1,4/3/2019,45
24250,2015,ram 1500,excellent,8,gas,,automatic,pickup,grey,1,11/21/2018,58
25200,2015,chevrolet silverado 1500 crew,good,8,gas,94954,automatic,pickup,silver,1,5/26/2018,50
2900,2002,chevrolet suburban,good,8,gas,241000,automatic,mini-van,black,,7/25/2018,54
5500,2008,honda accord,good,6,gas,122000,automatic,sedan,silver,,1/14/2019,57
6350,2005,honda cr-v,excellent,4,gas,135000,automatic,SUV,silver,1,12/7/2018,20
5500,2007,toyota camry le,excellent,4,gas,130500,automatic,sedan,green,,10/4/2018,18
9999,2012,jeep grand cherokee laredo,like new,6,gas,116800,automatic,SUV,,,1/12/2019,52
5700,2015,nissan versa,like new,4,gas,84500,automatic,hatchback,silver,,11/19/2018,21
4999,2012,chevrolet malibu,like new,6,gas,130200,automatic,sedan,black,,10/4/2018,53
18499,2013,ram 1500,excellent,8,gas,79771,automatic,truck,,1,3/17/2019,61
12999,1999,ram 2500,good,8,gas,183763,automatic,pickup,white,1,12/26/2018,28
17999,2013,ram 1500,excellent,8,gas,72500,automatic,truck,orange,1,11/12/2018,32
5650,2009,ford ranger,good,4,gas,128000,automatic,truck,,,10/23/2018,59
16950,2011,cadillac escalade,excellent,8,gas,129,automatic,SUV,red,1,7/6/2018,40
20995,2017,subaru forester,excellent,4,gas,57000,automatic,SUV,,1,4/2/2019,20
33000,,chevrolet silverado,excellent,8,gas,37247,automatic,truck,black,1,1/4/2019,59
1900,2001,subaru outback,fair,4,gas,,automatic,wagon,green,1,11/14/2018,21
21900,2016,nissan frontier crew cab sv,good,6,gas,4998,other,pickup,white,,9/26/2018,141
14400,2015,ram 1500,excellent,,gas,,automatic,pickup,blue,,9/27/2018,11
5400,2013,nissan rogue,excellent,4,gas,124000,automatic,SUV,,,4/1/2019,27
18975,2014,ford f-150,like new,6,gas,94208,automatic,truck,white,,10/6/2018,45
12700,2015,toyota tacoma,like new,4,gas,108565,automatic,pickup,white,,8/22/2018,1
16250,2016,toyota tacoma,like new,4,gas,,automatic,pickup,white,,2/17/2019,30
14950,2017,ford f-150,like new,6,gas,94265,automatic,pickup,white,,2/28/2019,22
12600,2010,chevrolet silverado 1500,like new,8,hybrid,104425,automatic,pickup,,,9/1/2018,24
3000,2009,toyota camry le,good,4,gas,170700,automatic,sedan,,,5/9/2018,19
2500,,ford f150,good,6,gas,117000,automatic,truck,green,1,3/13/2019,54
15900,2017,dodge grand caravan,excellent,,gas,117500,automatic,mini-van,,,9/20/2018,88
13900,,dodge grand caravan,good,6,gas,149500,automatic,mini-van,white,,12/30/2018,2
8499,2017,volkswagen jetta,like new,4,gas,55000,automatic,sedan,grey,,6/10/2018,48
12900,2013,dodge grand caravan,excellent,6,gas,,automatic,mini-van,white,,5/30/2018,17
9900,2010,toyota tundra,excellent,8,gas,,automatic,truck,,,4/16/2019,52
34988,2018,ford edge,good,6,gas,6203,automatic,SUV,blue,1,6/27/2018,18
4990,2011,chevrolet cruze,excellent,4,gas,95912,manual,sedan,blue,,7/30/2018,31
5995,2014,chevrolet malibu,like new,4,gas,100000,automatic,sedan,silver,,3/3/2019,36
14995,2008,jeep wrangler,excellent,6,gas,63179,automatic,SUV,yellow,1,3/22/2019,26
10500,2005,gmc sierra 1500,excellent,8,gas,,automatic,pickup,black,1,2/6/2019,0
8299,2013,hyundai elantra,excellent,4,gas,91423,automatic,sedan,silver,,6/28/2018,49
1500,1992,ford explorer,good,6,gas,65,automatic,SUV,white,1,5/13/2018,74
3000,2006,dodge grand caravan,excellent,,gas,118000,automatic,mini-van,,,2/23/2019,7
199,2013,hyundai sonata,excellent,,gas,88590,automatic,sedan,grey,1,4/15/2019,45
199,2013,hyundai sonata,excellent,,gas,88590,automatic,sedan,grey,1,2/21/2019,25
12500,2008,jeep wrangler,excellent,6,gas,108900,automatic,SUV,yellow,,12/27/2018,104
6000,1990,chevrolet corvette,good,8,gas,103000,manual,coupe,brown,,9/1/2018,35
5900,2008,toyota camry,excellent,,gas,,automatic,sedan,white,,12/16/2018,13
9500,2005,toyota tundra,good,,gas,180500,automatic,truck,silver,1,2/3/2019,23
8995,2005,toyota tundra,good,8,gas,,automatic,pickup,red,1,10/13/2018,27
9750,2006,toyota tacoma,good,6,gas,216076,automatic,pickup,,1,1/1/2019,56
18000,2012,chevrolet silverado 2500hd,excellent,8,gas,103000,automatic,pickup,grey,1,12/29/2018,28
15498,2014,honda accord,excellent,,gas,55613,automatic,coupe,grey,,8/16/2018,8
14498,2014,acura tl,excellent,6,gas,84152,automatic,sedan,black,,12/14/2018,38
4200,2009,honda civic,good,4,gas,176800,automatic,sedan,black,,7/29/2018,43
4994,,ford focus,good,4,gas,110884,automatic,sedan,,,1/22/2019,38
10774,2016,toyota camry,good,,gas,119037,automatic,sedan,black,,6/2/2018,34
2950,1999,honda accord,excellent,4,gas,97330,automatic,sedan,green,,2/3/2019,19
9500,2014,honda accord,good,,gas,,automatic,sedan,black,,3/9/2019,30
14500,2016,honda civic,excellent,4,gas,48000,automatic,sedan,grey,,3/31/2019,35
8345,2011,ford edge,good,6,gas,111581,automatic,SUV,grey,,9/19/2018,61
6500,2009,ford f-250 sd,good,8,gas,133473,automatic,truck,white,,6/7/2018,6
9900,2011,ford ranger,good,6,gas,109132,automatic,truck,white,1,1/24/2019,10
1,2018,toyota corolla,excellent,10,gas,,other,sedan,,1,1/29/2019,64
1,2016,ford mustang,excellent,,gas,,other,coupe,black,1,5/14/2018,62
9299,2013,ford explorer,excellent,6,gas,163750,automatic,SUV,silver,1,10/17/2018,82
1,2016,chevrolet corvette,excellent,10,gas,19140,other,convertible,black,1,4/3/2019,55
1,2018,gmc acadia,excellent,,gas,26152,other,SUV,custom,1,11/11/2018,70
1,2018,chevrolet tahoe,excellent,8,gas,1003,automatic,SUV,black,1,6/17/2018,54
1,2018,honda civic,excellent,10,gas,20296,other,hatchback,black,1,2/26/2019,79
1,2018,nissan altima,excellent,10,gas,42007,other,sedan,custom,1,9/27/2018,59
17000,2013,ford econoline,good,8,gas,51236,automatic,van,white,,1/24/2019,106
1,2014,chevrolet camaro,excellent,10,gas,62801,other,coupe,black,1,11/17/2018,52
1,2017,honda civic,excellent,4,gas,34386,automatic,sedan,,1,2/9/2019,98
1,2018,chevrolet camaro,excellent,6,gas,13636,automatic,convertible,,1,10/17/2018,49
1,2018,ford f-150,excellent,10,gas,17976,other,truck,grey,1,8/19/2018,18
1,2017,nissan rogue,excellent,4,gas,26492,automatic,SUV,custom,1,7/14/2018,13
1,2017,toyota corolla,excellent,4,gas,27295,automatic,sedan,,1,12/14/2018,31
8995,2010,toyota highlander,excellent,6,gas,153000,automatic,SUV,,1,3/2/2019,39
1,2017,toyota tundra,excellent,8,gas,41512,automatic,truck,black,1,10/26/2018,48
1,2016,jeep wrangler,excellent,,gas,47683,automatic,SUV,red,1,3/11/2019,57
1,2015,honda civic,excellent,4,gas,60664,manual,sedan,blue,1,10/10/2018,33
17499,2009,cadillac escalade,excellent,8,gas,92105,automatic,SUV,white,1,8/3/2018,20
5999,2008,toyota rav4,excellent,4,gas,156000,automatic,SUV,white,1,1/15/2019,16
39500,2012,ford f350,good,8,diesel,31589,automatic,truck,silver,1,9/29/2018,78
9995,2012,chevrolet impala,excellent,6,gas,69074,automatic,sedan,silver,,1/16/2019,161
33995,2016,gmc yukon,like new,8,gas,27836,automatic,SUV,grey,1,5/18/2018,31
12995,2011,acura tl,excellent,6,gas,97336,automatic,sedan,black,1,6/7/2018,16
1899,,toyota camry le,good,4,gas,,automatic,sedan,blue,,7/31/2018,9
12500,2007,dodge grand caravan,good,6,gas,109100,automatic,mini-van,custom,,2/8/2019,25
4400,2007,toyota camry,good,4,gas,172,automatic,sedan,grey,,12/3/2018,21
1950,2004,toyota camry,good,4,gas,212103,automatic,sedan,grey,,7/17/2018,61
12500,2013,buick enclave,excellent,6,gas,,automatic,SUV,black,1,6/25/2018,58
21800,2016,jeep grand cherokee,excellent,6,gas,79439,automatic,SUV,grey,1,2/8/2019,8
25700,2016,ford f-150,excellent,6,gas,48119,automatic,pickup,grey,1,10/25/2018,15
4200,2004,honda pilot,good,6,gas,,automatic,SUV,custom,1,3/27/2019,25
9850,2014,toyota camry le,excellent,4,gas,116355,automatic,sedan,black,,8/25/2018,5
12500,2014,toyota camry,excellent,4,gas,123000,automatic,sedan,red,,2/28/2019,22
3000,1995,ford ranger,good,6,gas,150000,automatic,truck,silver,,6/2/2018,15
11950,2014,ford mustang,like new,6,gas,71558,manual,coupe,red,,8/29/2018,48
4900,1984,chevrolet corvette,good,8,gas,173000,automatic,coupe,blue,,4/5/2019,52
5995,2005,toyota highlander,good,6,gas,150450,automatic,SUV,green,,6/29/2018,20
4300,2003,honda accord,like new,4,gas,138308,automatic,sedan,white,,2/26/2019,25
8550,2008,chevrolet silverado,good,8,gas,,automatic,truck,,1,1/3/2019,28
1500,1996,ford f-150,fair,6,gas,121000,automatic,truck,,1,10/10/2018,38
3900,2005,ford focus,good,,gas,125000,automatic,hatchback,blue,,3/31/2019,33
12900,2014,honda pilot,good,6,gas,105,automatic,SUV,black,,3/18/2019,48
10990,,dodge grand caravan,excellent,6,gas,108000,automatic,mini-van,silver,,7/6/2018,81
1000,,volkswagen passat,fair,4,gas,152000,automatic,sedan,blue,,6/18/2018,22
21900,2014,nissan frontier,excellent,6,gas,58255,automatic,pickup,white,1,3/14/2019,53
3100,2005,ford mustang,fair,6,gas,126000,automatic,coupe,black,,1/25/2019,145
8700,2012,nissan maxima,excellent,6,gas,108135,automatic,sedan,custom,,6/15/2018,29
10500,,ram 1500,like new,6,gas,94640,automatic,pickup,,,11/12/2018,28
9500,2013,nissan maxima,good,,gas,55000,automatic,sedan,grey,,6/23/2018,39
9995,1996,ford f-150,excellent,8,gas,204055,manual,truck,blue,,7/17/2018,53
9900,2012,honda pilot,excellent,6,gas,151000,automatic,SUV,,,10/28/2018,22
3500,1994,ford mustang,good,8,gas,134266,manual,convertible,green,,9/3/2018,46
5500,2007,toyota highlander,excellent,,gas,159651,automatic,SUV,white,,3/16/2019,52
30300,2017,ford f150 supercrew cab xlt,good,6,gas,30339,automatic,pickup,brown,1,12/19/2018,35
13600,2008,ram 2500,excellent,6,diesel,260000,automatic,truck,red,1,11/2/2018,30
27800,2016,ford f150 supercrew cab xlt,good,6,gas,47570,other,pickup,white,1,2/6/2019,34
6950,2014,ford focus,excellent,4,gas,80779,automatic,sedan,blue,,7/11/2018,44
1,2015,jeep grand cherokee,excellent,8,gas,,automatic,SUV,black,1,10/20/2018,22
1,2018,jeep wrangler,excellent,4,gas,3420,automatic,SUV,black,1,9/4/2018,37
1,2014,jeep wrangler,excellent,,gas,84902,other,SUV,custom,1,10/10/2018,13
1,2015,gmc sierra 1500,excellent,10,gas,92945,other,truck,custom,1,1/1/2019,14
1,2018,nissan maxima,excellent,6,gas,,automatic,sedan,custom,,6/4/2018,37
1,2018,toyota camry le,excellent,,gas,38860,automatic,sedan,,,6/21/2018,34
1,2017,jeep wrangler,excellent,10,gas,38617,other,SUV,black,1,12/12/2018,43
1,2018,ram 3500,excellent,10,gas,57482,other,truck,,1,12/21/2018,8
4488,,ford focus se,excellent,4,gas,106000,automatic,sedan,blue,,9/18/2018,43
1,2012,ford mustang,excellent,10,gas,41469,automatic,coupe,orange,1,5/25/2018,35
46999,2018,chevrolet suburban,excellent,8,gas,25473,automatic,SUV,,1,7/9/2018,92
1,2014,toyota 4runner,excellent,6,gas,,automatic,SUV,blue,1,6/23/2018,61
1,2019,ford f-150,excellent,8,gas,18362,automatic,truck,,1,2/20/2019,58
1,2018,chevrolet silverado 1500,excellent,8,gas,20627,automatic,truck,white,1,7/21/2018,5
2950,2007,dodge dakota,good,8,gas,240000,automatic,truck,,,7/2/2018,58
5975,2012,honda civic lx,good,4,gas,140500,automatic,sedan,black,,12/21/2018,24
4995,2010,ford escape,excellent,4,gas,,automatic,SUV,red,,5/17/2018,42
18995,2018,kia sorento,like new,6,gas,,automatic,SUV,white,1,2/28/2019,38
8950,2009,ford explorer,excellent,,gas,82000,automatic,SUV,white,1,3/30/2019,20
7950,2013,ford escape,excellent,4,gas,102000,automatic,SUV,blue,,1/14/2019,75
11000,2008,ford f250 super duty,good,8,diesel,166000,automatic,truck,white,,2/8/2019,20
18500,2017,honda odyssey,like new,6,gas,38346,automatic,mini-van,white,,2/20/2019,12
5495,2004,jeep liberty,excellent,6,gas,106498,automatic,SUV,black,,3/8/2019,16
6200,2016,ford focus,excellent,4,gas,105750,automatic,sedan,silver,,10/22/2018,19
10000,2017,nissan altima,like new,4,gas,20000,automatic,sedan,silver,,5/9/2018,64
4900,2009,toyota prius,excellent,4,hybrid,111000,automatic,hatchback,black,,2/21/2019,22
17690,2014,toyota rav4,good,4,gas,49871,automatic,SUV,red,,6/13/2018,26
18325,2015,chevrolet traverse,good,,gas,59638,automatic,SUV,,1,3/17/2019,38
12200,2015,ford fusion,good,4,gas,90166,automatic,sedan,white,,12/30/2018,9
20845,2011,ford f-150,good,6,gas,95443,automatic,truck,red,1,3/8/2019,15
14999,2014,toyota rav4,good,4,gas,86772,automatic,SUV,white,,3/12/2019,48
14995,,chevrolet equinox,good,4,gas,48948,automatic,SUV,blue,,11/1/2018,18
13965,2017,ford fusion,good,,gas,40526,automatic,sedan,black,,9/23/2018,62
17715,2014,toyota rav4,good,4,gas,49527,automatic,SUV,custom,,10/9/2018,3
19900,2008,ford f250 super duty,excellent,8,diesel,244000,automatic,pickup,silver,1,12/23/2018,46
8200,2008,toyota tundra,good,8,gas,209000,automatic,truck,green,,2/17/2019,54
10995,2013,ford f250 super duty,good,,gas,224848,automatic,pickup,white,1,2/7/2019,85
21000,2016,ram 1500,excellent,8,gas,68181,automatic,pickup,black,1,7/7/2018,41
4000,1999,ford mustang,good,8,gas,125000,manual,convertible,red,,1/6/2019,21
3850,2005,ford escape,good,4,gas,,manual,SUV,green,,11/9/2018,65
7999,2012,toyota camry,excellent,,gas,142609,automatic,sedan,black,,9/26/2018,45
6999,2015,chevrolet equinox,excellent,,gas,153251,automatic,SUV,blue,,11/27/2018,34
14999,2006,gmc sierra 2500hd,excellent,8,diesel,124200,automatic,pickup,silver,,3/25/2019,87
16997,2016,chevrolet silverado 1500,like new,8,gas,,automatic,pickup,silver,1,12/29/2018,78
17999,2005,ram 3500,excellent,6,diesel,214900,automatic,pickup,silver,1,11/25/2018,41
13999,2008,ram 3500,excellent,6,diesel,174800,automatic,pickup,white,,9/22/2018,6
16999,2007,chevrolet silverado 3500hd,excellent,8,diesel,129400,automatic,pickup,white,,2/11/2019,27
13995,2012,ford f250 super duty,like new,8,gas,61172,automatic,pickup,,,4/13/2019,8
15900,1986,chevrolet silverado,excellent,8,gas,93000,automatic,truck,,,1/24/2019,28
3500,1999,toyota tacoma,good,4,gas,261000,manual,truck,black,,7/2/2018,51
5950,2014,honda civic,excellent,4,gas,122000,automatic,sedan,grey,,1/5/2019,39
2500,,toyota prius,good,,hybrid,303000,automatic,hatchback,brown,,9/30/2018,41
12995,2014,chrysler 300,good,6,gas,87190,automatic,sedan,black,,2/3/2019,12
3995,2012,honda civic lx,good,4,gas,170000,automatic,sedan,green,,7/21/2018,95
9995,2013,honda civic,good,4,gas,91502,automatic,sedan,grey,,3/24/2019,159
20950,,chevrolet silverado 2500hd,like new,8,gas,113315,automatic,pickup,silver,,3/7/2019,16
14995,2014,honda pilot,good,6,gas,86444,automatic,SUV,black,,9/30/2018,20
7995,2010,kia soul,good,,gas,84809,automatic,SUV,blue,,7/25/2018,14
11995,2013,chevrolet impala,good,6,gas,,automatic,sedan,white,,9/2/2018,77
6900,2011,hyundai sonata,excellent,,gas,106252,automatic,sedan,grey,,6/25/2018,17
39950,2015,chevrolet silverado 3500hd,like new,8,diesel,112708,automatic,pickup,brown,1,1/21/2019,16
5995,2014,nissan sentra,excellent,4,gas,89000,automatic,sedan,white,,4/15/2019,50
9995,2018,nissan altima,like new,4,gas,51000,automatic,sedan,silver,,1/14/2019,25
27900,2004,chevrolet corvette,like new,8,gas,4563,automatic,convertible,black,,7/1/2018,48
17500,1986,chevrolet silverado,excellent,8,gas,184000,automatic,pickup,black,1,3/17/2019,51
12495,2011,ford f-150,excellent,8,gas,121000,automatic,truck,white,,10/15/2018,15
6995,2007,ford mustang,excellent,6,gas,130000,automatic,coupe,red,,11/5/2018,37
17995,2016,jeep cherokee,excellent,,gas,31000,automatic,SUV,white,,9/29/2018,61
6985,2013,ford focus se,excellent,4,gas,106000,automatic,sedan,,,10/17/2018,38
36995,2016,chevrolet silverado 1500,excellent,8,gas,19000,automatic,truck,,1,8/28/2018,33
7000,2014,nissan altima,good,4,gas,83000,automatic,sedan,black,,9/9/2018,19
9998,2016,gmc sierra 1500,like new,6,gas,141046,automatic,pickup,white,,6/3/2018,3
5000,2004,gmc yukon,good,8,gas,136000,automatic,SUV,,1,9/29/2018,33
9800,2008,ford f250 super duty,good,8,gas,72310,automatic,truck,white,1,3/13/2019,20
6000,1996,ram 2500,good,10,gas,920000,automatic,truck,blue,,2/2/2019,43
4300,2007,toyota camry,good,4,gas,128000,automatic,sedan,grey,,10/26/2018,23
